CustomerID,OrderID,Channel,PaymentType,Brand,Shop,Promotion,Sale price ,SaleDate,Reference
CTM84428,OTS17674,Offline,Tiền mặt,Asus,Techcare,Có,17680000,1/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM84500,OTS17809,Offline,Thẻ,MSI,Viễn thông A,Không,15491000,27/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM84500,OTS781,Offline,Tiền mặt,HP,Thế giới di động,Có,10340000,14/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM84504,OTS980,Offline,Thẻ,Asus,FPT Shop,Có,11570000,22/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM84682,OTS1033,Offline,Tiền mặt,HP,Nguyễn Kim,Có,11850000,9/2/2020,Nhân viên cửa hàng bán Laptop
CTM84712,OTS175,Online,Thẻ,HP,Phong Vũ,Không,13190000,25/6/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM84729,OTS803,Online,Thẻ,Dell,Thế giới di động,Có,13030000,1/1/2020,"Thông qua người thân, bạn bè"
CTM84730,OTS62997,Online,Thẻ,HP,Techcare,Không,13101000,19/3/2020,Nhân viên cửa hàng bán Laptop
CTM84730,OTS418,Offline,Thẻ,HP,FPT Shop,Không,14350000,29/11/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM84777,OTS743,Offline,Thẻ,Dell,Thế giới di động,Có,12410000,13/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM848,OTS158,Online,Thẻ,HP,FPT Shop,Có,11800000,31/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM84891,OTS41,Offline,Thẻ,Dell,Điện máy xanh,Không,10440000,4/5/2020,"Phương tiện truyền thông (báo, tivi,...)"
CTM84975,OTS1073,Online,Thẻ,Asus,Điện máy xanh,Có,11450000,12/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM85083,OTS85053,Online,Thẻ,Asus,Nguyễn Kim,Không,31516640,21/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM85083,OTS285,Offline,Thẻ,Lenovo,Thế giới di động,Không,14350000,12/9/2020,Nhân viên cửa hàng bán Laptop
CTM85104,OTS674,Online,Thẻ,Asus,Thế giới di động,Có,10440000,21/5/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM85104,OTS3002,Offline,Tiền mặt,Asus,Viễn thông A,Không,13555000,5/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM85137,OTS399,Offline,Thẻ,Microsoft,Thế giới di động,Có,23190000,1/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM85138,OTS348,Offline,Tiền mặt,Asus,Techcare,Có,14840000,24/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM85138,OTS87359,Online,Thẻ,HP,Phong Vũ,Có,14259000,24/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM85207,OTS557,Offline,Thẻ,Dell,FPT Shop,Không,10090000,7/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM8522,OTS1028,Online,Thẻ,Dell,FPT Shop,Có,18110000,19/2/2020,Nhân viên cửa hàng bán Laptop
CTM85671,OTS354,Online,Thẻ,Dell,FPT Shop,Có,18400000,29/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM85773,OTS840,Offline,Thẻ,HP,FPT Shop,Không,15520000,5/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM85811,OTS21328,Online,Thẻ,Asus,Phong Vũ,Có,11822000,20/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM85811,OTS65869,Offline,Thẻ,Asus,Viễn thông A,Không,12771000,30/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM85811,OTS64635,Online,Thẻ,MSI,Điện máy xanh,Có,11850000,30/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM8595,OTS471,Offline,Thẻ,Dell,FPT Shop,Có,10750000,1/3/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM8595,OTS37366,Offline,Tiền mặt,Acer,Phong Vũ,Không,11319000,29/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM8603,OTS404,Online,Thẻ,Dell,FPT Shop,Có,14800000,17/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM86133,OTS719,Online,Thẻ,HP,Techcare,Không,13220000,27/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM86135,OTS150,Offline,Tiền mặt,Dell,Khác,Không,10940000,20/12/2020,"Thông qua người thân, bạn bè, Website"
CTM86223,OTS154,Online,Thẻ,Acer,Techcare,Có,11370000,2/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM86332,OTS937,Offline,Thẻ,Dell,Khác,Có,11850000,13/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM86514,OTS37538,Offline,Thẻ,Acer,Phong Vũ,Không,15346000,18/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM86514,OTS765,Online,Thẻ,Asus,Thế giới di động,Có,11110000,9/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM8663,OTS945,Offline,Tiền mặt,Dell,FPT Shop,Có,12470000,1/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM86754,OTS79682,Online,Thẻ,Asus,Techcare,Có,11118000,29/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM86754,OTS113,Offline,Tiền mặt,Dell,Thế giới di động,Có,11880000,7/8/2020,"Thông qua người thân, bạn bè"
CTM86754,OTS57993,Online,Thẻ,Acer,Điện máy xanh,Không,13721000,6/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM86944,OTS420,Online,Thẻ,Dell,FPT Shop,Có,17310000,24/10/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM87103,OTS1035,Offline,Thẻ,Dell,Viễn thông A,Có,12930000,15/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM87103,OTS39363,Online,Thẻ,Asus,Nguyễn Kim,Không,6318000,17/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM87232,OTS182,Offline,Thẻ,Dell,Điện máy xanh,Không,16590000,31/1/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM87381,OTS383,Online,Thẻ,Acer,FPT Shop,Có,13990000,22/1/2020,Nhân viên cửa hàng bán Laptop
CTM87386,OTS966,Offline,Thẻ,Asus,FPT Shop,Có,10970000,30/1/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM87386,OTS18790,Online,Thẻ,MSI,Nguyễn Kim,Không,33327807,9/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM87494,OTS323,Offline,Tiền mặt,Asus,Thế giới di động,Có,14530000,10/2/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM87829,OTS145,Offline,Thẻ,Asus,FPT Shop,Không,10350000,3/9/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM87883,OTS155,Online,Thẻ,Asus,Chợ Lớn,Có,12420000,3/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM87979,OTS887,Online,Thẻ,Asus,Thế giới di động,Có,12070000,15/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM88191,OTS1002,Offline,Thẻ,Lenovo,Điện máy xanh,Có,17940000,22/10/2020,Nhờ người có chuyên môn tư vấn
CTM88214,OTS78319,Offline,Tiền mặt,Asus,Điện máy xanh,Không,22424000,20/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM88214,OTS121,Offline,Thẻ,Asus,Thế giới di động,Có,3910000,1/5/2020,"Mạng xã hội, Website"
CTM88236,OTS6598,Offline,Tiền mặt,Asus,Điện máy xanh,Có,12977000,16/5/2020,"Thông qua người thân, bạn bè"
CTM88236,OTS898,Offline,Tiền mặt,Asus,Thế giới di động,Có,10600000,3/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM8834,OTS491,Online,Thẻ,HP,FPT Shop,Có,14220000,23/3/2020,Nhân viên cửa hàng bán Laptop
CTM88476,OTS481,Online,Thẻ,Dell,FPT Shop,Có,19930000,23/8/2020,"Thông qua người thân, bạn bè"
CTM88580,OTS780,Online,Thẻ,MSI,Viễn thông A,Có,11830000,14/7/2020,Mạng xã hội
CTM88595,OTS545,Online,Thẻ,HP,FPT Shop,Không,19580000,17/8/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM88643,OTS61492,Online,Thẻ,MSI,Techcare,Không,10112000,2/5/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM88643,OTS1009,Online,Thẻ,Dell,Nguyễn Kim,Có,16550000,29/11/2020,Nhờ người có chuyên môn tư vấn
CTM8865,OTS88032,Online,Thẻ,MSI,Nguyễn Kim,Có,10189000,9/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM8865,OTS1012,Online,Thẻ,Dell,FPT Shop,Có,16560000,8/3/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM88913,OTS458,Offline,Tiền mặt,Acer,Điện máy xanh,Không,13430000,3/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM89377,OTS238,Online,Thẻ,Acer,Nguyễn Kim,Có,5280000,31/8/2020,Nhân viên cửa hàng bán Laptop
CTM89440,OTS629,Offline,Tiền mặt,Apple,FPT Shop,Có,19530000,9/7/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM89440,OTS88019,Online,Thẻ,Acer,Nguyễn Kim,Không,10330000,4/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM89458,OTS1080,Online,Thẻ,Asus,FPT Shop,Có,10820000,13/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM89655,OTS630,Online,Thẻ,Microsoft,Viettel Store,Có,22430000,27/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM89821,OTS574,Offline,Thẻ,Asus,Techcare,Không,12740000,8/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM89824,OTS931,Offline,Tiền mặt,Asus,Thế giới di động,Có,14480000,12/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM89824,OTS42302,Offline,Thẻ,Acer,Viễn thông A,Không,10939000,18/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM89943,OTS221,Online,Thẻ,Asus,Thế giới di động,Có,15400000,28/8/2020,"Thông qua người thân, bạn bè"
CTM89943,,Online,Thẻ,Asus,Viễn thông A,Có,13125000,24/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM89949,OTS179,Offline,Tiền mặt,Dell,Thế giới di động,Có,16860000,18/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM89949,OTS18505,Offline,Tiền mặt,MSI,Nguyễn Kim,Có,13166000,24/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM89980,OTS982,Online,Thẻ,Asus,Điện máy xanh,Có,12830000,19/9/2020,"Thông qua người thân, bạn bè"
CTM89990,OTS39191,Online,Thẻ,MSI,Phong Vũ,Không,8686000,28/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM89990,OTS875,Offline,Tiền mặt,Acer,FPT Shop,Có,4720000,16/10/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM90048,OTS33293,Offline,Thẻ,HP,Nguyễn Kim,Không,8386000,21/2/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM90048,OTS747,Offline,Thẻ,Microsoft,Techcare,Có,12160000,2/9/2020,Nhân viên cửa hàng bán Laptop
CTM90255,OTS32,Offline,Thẻ,Dell,Techcare,Không,13480000,25/11/2020,"Thông qua người thân, bạn bè, Website"
CTM9050,OTS794,Offline,Tiền mặt,Acer,Techcare,Có,9280000,1/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM9050,OTS81626,Online,Thẻ,MSI,Nguyễn Kim,Có,12148000,1/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM90500,OTS241,Online,Thẻ,Dell,FPT Shop,Có,10210000,21/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM90606,OTS984,Online,Thẻ,Acer,Thế giới di động,Có,7750000,24/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM90606,OTS984,Online,Thẻ,Acer,Thế giới di động,Có,7750000,24/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM90615,OTS180,Offline,Tiền mặt,HP,FPT Shop,Không,13390000,6/2/2020,"Phương tiện truyền thông (báo, tivi,...)"
CTM90686,OTS53,Online,Thẻ,HP,Viettel Store,Có,13980000,12/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM90687,OTS856,Offline,Tiền mặt,Dell,Thế giới di động,Có,14910000,20/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM90688,OTS87512,Offline,Tiền mặt,Asus,Phong Vũ,Không,3655000,13/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM90688,OTS54221,Online,Thẻ,Asus,Nguyễn Kim,Không,19273000,10/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM90688,OTS594,Offline,Tiền mặt,Lenovo,Thế giới di động,Có,10660000,2/10/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM90696,OTS326,Online,Thẻ,Asus,FPT Shop,Có,11870000,23/2/2020,Nhân viên cửa hàng bán Laptop
CTM90696,OTS52758,Offline,Tiền mặt,HP,Techcare,Có,14717000,31/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website, Khác"
CTM90745,OTS133,Offline,Tiền mặt,Dell,Khác,Không,23770000,14/5/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM90745,OTS38638,Online,Thẻ,Acer,Phong Vũ,Không,17236000,6/7/2020,Nhân viên cửa hàng bán Laptop
CTM90793,OTS82771,Offline,Tiền mặt,MSI,Techcare,Có,9045000,1/6/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM90793,OTS732,Offline,Tiền mặt,Acer,Techcare,Không,6240000,1/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM90834,OTS68320,Online,Thẻ,HP,Phong Vũ,Không,12879000,11/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM90834,OTS482,Online,Thẻ,Apple,Khác,Có,20590000,23/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM90845,OTS559,Offline,Tiền mặt,Asus,Viễn thông A,Có,10540000,3/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM90934,OTS70787,Offline,Tiền mặt,Asus,Techcare,Không,37504777.5,12/4/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM90934,OTS600,Online,Thẻ,Acer,Viễn thông A,Có,6060000,16/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM90934,OTS54808,Online,Thẻ,Asus,Phong Vũ,Không,40986360,26/12/2020,Nhân viên cửa hàng bán Laptop
CTM90936,OTS166,Offline,Tiền mặt,Asus,Thế giới di động,Có,13090000,21/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM90963,OTS548,Online,Thẻ,Dell,FPT Shop,Không,13770000,16/4/2020,Nhân viên cửa hàng bán Laptop
CTM9098,OTS316,Offline,Thẻ,Dell,FPT Shop,Có,11430000,27/11/2020,"Thông qua người thân, bạn bè, Phương tiện truyền thông (báo, tivi,...)"
CTM90994,OTS137,Offline,Tiền mặt,Asus,Chợ Lớn,Có,14370000,9/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM91097,OTS754,Offline,Thẻ,Dell,FPT Shop,Có,13100000,23/1/2020,Nhờ người có chuyên môn tư vấn
CTM91097,OTS35712,Online,Thẻ,Acer,Phong Vũ,Không,50679442,16/4/2020,"Thông qua người thân, bạn bè"
CTM91147,OTS376,Offline,Thẻ,Asus,Thế giới di động,Có,14630000,22/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM91190,OTS43690,Online,Thẻ,Asus,Phong Vũ,Không,10577000,29/10/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM91190,OTS184,Online,Thẻ,Dell,FPT Shop,Có,24470000,21/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM91293,OTS1043,Offline,Tiền mặt,HP,Chợ Lớn,Có,14260000,20/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM91293,OTS68177,Online,Thẻ,HP,Điện máy xanh,Không,5930000,26/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM91342,OTS87,Online,Thẻ,Dell,Phi Long Technology,Không,16980000,5/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM91349,OTS2847,Online,Thẻ,MSI,Viễn thông A,Không,10591000,7/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM91349,OTS942,Online,Thẻ,Acer,Khác,Có,6860000,1/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM91480,OTS626,Offline,Thẻ,Asus,Thế giới di động,Không,11480000,30/5/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM91493,OTS218,Online,Thẻ,Asus,Điện máy xanh,Có,14670000,16/2/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM91882,OTS510,Online,Thẻ,HP,Viễn thông A,Có,13590000,19/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM91903,OTS711,Offline,Tiền mặt,Dell,Thế giới di động,Không,12280000,17/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM91911,OTS947,Online,Thẻ,Asus,Khác,Có,5230000,20/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM91988,OTS234,Offline,Tiền mặt,Dell,Thế giới di động,Có,14440000,16/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM9199,OTS913,Offline,Thẻ,Asus,Phong Vũ,Có,12080000,14/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM92024,OTS967,Online,Thẻ,Dell,Thế giới di động,Có,12430000,21/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM92024,OTS84148,Online,Thẻ,Acer,Phong Vũ,Không,11235000,10/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM92051,OTS39,Offline,Tiền mặt,HP,FPT Shop,Có,16340000,29/2/2020,Nhờ người có chuyên môn tư vấn
CTM92234,OTS48149,Online,Thẻ,MSI,Nguyễn Kim,Không,43870275,15/9/2020,"Thông qua người thân, bạn bè"
CTM92234,OTS612,Online,Thẻ,Acer,FPT Shop,Không,14900000,23/12/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM92235,OTS86345,Online,Thẻ,Acer,Nguyễn Kim,Không,19845000,19/1/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM92235,OTS141,Online,Thẻ,MSI,Khác,Không,19990000,6/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM92430,OTS638,Offline,Thẻ,Dell,Phong Vũ,Có,13490000,19/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM92455,OTS598,Online,Thẻ,Lenovo,Điện máy xanh,Có,14830000,14/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM92455,OTS89728,Offline,Thẻ,MSI,Điện máy xanh,Không,12918000,25/7/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM92538,OTS51933,Online,Thẻ,HP,Nguyễn Kim,Có,41919052.5,20/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM92538,OTS312,Online,Thẻ,Asus,FPT Shop,Có,13900000,23/1/2020,Nhân viên cửa hàng bán Laptop
CTM92585,OTS48,Offline,Thẻ,Dell,Thế giới di động,Có,14060000,2/5/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM92604,OTS757,Online,Thẻ,Asus,Techcare,Có,3590000,18/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM92722,OTS43172,Offline,Tiền mặt,HP,Viễn thông A,Có,10115000,17/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM92722,OTS835,Offline,Tiền mặt,Apple,Viettel Store,Không,14260000,2/12/2020,Nhân viên cửa hàng bán Laptop
CTM92807,OTS1064,Offline,Thẻ,Dell,FPT Shop,Không,11780000,5/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM9291,OTS23,Offline,Tiền mặt,Dell,Điện máy xanh,Có,13250000,22/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM92923,OTS242,Offline,Thẻ,Apple,Khác,Có,21260000,22/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM92923,OTS8803,Offline,Thẻ,Acer,Nguyễn Kim,Không,12511000,11/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM92971,OTS46,Online,Thẻ,Dell,Thế giới di động,Không,17620000,19/9/2020,"Phương tiện truyền thông (báo, tivi,...), Website"
CTM92971,OTS84648,Online,Thẻ,Asus,Điện máy xanh,Không,15268000,11/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website, Khác"
CTM92984,OTS970,Online,Thẻ,HP,Khác,Có,11550000,7/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM93131,OTS764,Offline,Tiền mặt,HP,Viettel Store,Không,18380000,9/2/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM93131,OTS54694,Online,Thẻ,Acer,Phong Vũ,Có,18877000,31/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM93145,OTS772,Online,Thẻ,Dell,Phong Vũ,Có,14840000,2/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM933,OTS589,Online,Thẻ,HP,Thế giới di động,Có,12480000,19/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM93569,OTS531,Offline,Thẻ,Asus,Phong Vũ,Có,10810000,13/3/2020,Nhân viên cửa hàng bán Laptop
CTM93591,OTS546,Offline,Thẻ,HP,Điện máy xanh,Có,14600000,3/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM93591,OTS63789,Offline,Thẻ,MSI,Nguyễn Kim,Có,11808000,2/3/2020,"Thông qua người thân, bạn bè"
CTM93659,OTS76647,Online,Thẻ,HP,Phong Vũ,Có,16075000,28/8/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
